year	benchmark	value	avg
1	1	8.2	9.03
1	2	5.5	9.08
1	3	0	0
1	4	12.3	9.3
1	5	12.3	8.84
1	6	0	0
1	7	0	8.98
1	8	0	0
1	9	6.8	9.37
1	10	0	0
1	11	8.2	9.48
1	12	12.3	9
1	13	9.6	9.18
1	14	12.3	9.35
1	15	5.5	9.2
1	16	6.8	8.85
2	1	7.9	9.04
2	2	12.7	9.15
2	3	0	0
2	4	12.7	9.32
2	5	12.7	8.82
2	6	0	0
2	7	0	9.15
2	8	0	0
2	9	4.8	9.43
2	10	0	0
2	11	7.9	9.45
2	12	12.7	9.17
2	13	4.8	9.24
2	14	7.9	9.38
2	15	12.7	9.15
2	16	3.2	8.69
3	1	5	9.13
3	2	10	9.13
3	3	0	0
3	4	10	9.46
3	5	10	9.02
3	6	0	0
3	7	0	9.18
3	8	10	8.95
3	9	10	9.33
3	10	0	0
3	11	10	9.6
3	12	10	9.22
3	13	0	9.21
3	14	5	9.49
3	15	10	9.27
3	16	10	9.08
4	1	9.1	9.27
4	2	9.1	9.16
4	3	0	0
4	4	9.1	9.24
4	5	9.1	9.16
4	6	0	0
4	7	0	9.17
4	8	9.1	9.13
4	9	9.1	9.48
4	10	0	0
4	11	0	0
4	12	9.1	9.33
4	13	9.1	9.3
4	14	9.1	9.46
4	15	9.1	9.29
4	16	9.1	8.93
5	1	0	0
5	2	0	0
5	3	0	0
5	4	25	9.38
5	5	25	9.26
5	6	0	0
5	7	0	0
5	8	0	0
5	9	0	9.34
5	10	0	0
5	11	0	0
5	12	0	0
5	13	0	9.36
5	14	25	9.54
5	15	25	9.45
5	16	0	0
