id,size,actions,impact,feasibility,attractiveness,positive,negative
17,6,Technician Knowledge and Expertise,0.908825064,5,90.88250641,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
18,6,Technician Knowledge and Expertise,0.768344218,5,76.83442182,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
19,6,Technician Knowledge and Expertise,0.307337687,5,30.73376873,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
20,7,Technician Knowledge and Expertise,4.051555448,5,405.1555448,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
21,7,Technician Knowledge and Expertise,3.929416958,5,392.9416958,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
22,7,Technician Knowledge and Expertise,2.228198233,5,222.8198233,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
23,7,Technician Knowledge and Expertise,1.732345549,5,173.2345549,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
24,7,Technician Knowledge and Expertise,1.229350749,5,122.9350749,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
25,7,Technician Knowledge and Expertise,1.195320949,5,119.5320949,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
26,8,Technician Knowledge and Expertise,5.778828102,5,577.8828102,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
27,8,Technician Knowledge and Expertise,4.051555448,5,405.1555448,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
28,8,Technician Knowledge and Expertise,3.929416958,5,392.9416958,"13730529 == Lydia said, &quotWe have used them for many, many years.  They are very responsive and send out knowledgeable technicians.&quot <BR/>12935008 == Roy stated &quotThe field mechanic was very professional and timely. I believe his name was Ryan.&quot <BR/>13287717 == Jim said, &quotTheir technicians are very knowledgeable, and I feel comfortable dealing with them.&quot <BR/>12935703 == Nick said, &quotXXX Company's service technician is knowledgeable.&quot <BR/>12983401 == Kevin said, &quotXXX Company has timely service and their technicians are very knowledgeable.  They fix what we can't.&quot <BR/>13169830 == Rick stated, &quotThe service tech was very knowledgeable, he understood our situation, and got it back up and running.&quot <BR/>14582525 == He said the service technician was polite and very professional. <BR/>15140449 == Brian said, &quotWe use them quite often.  We never had an issue. The mechanics are very knowledgeable.&quot <BR/>13825876 == Nelson said, &quotThe mechanic was very knowledgeable and courteous.&quot <BR/>13171342 == He said, &quotI thought they did quality work and I was happy with the diagnosis they made.&quot <BR/>13730332 == Mike said, &quotGood service, and knowledgeable technicians that provide great service.&quot <BR/>14011848 == Ron stated, &quotThe technician, Chuck Shoelty (sp?), had great knowledge, all the tools and he fixed it in a timely fashion.&quot <BR/>13965729 == James said, &quotThe service technician was knowledgeable and had the answers.&quot <BR/>",
