year	benchmark	value	avg
1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	0
1	5	0	0
1	6	0	0
1	7	0	0
1	8	0	0
1	9	0	0
1	10	0	0
1	11	0	0
1	12	0	0
1	13	0	0
1	14	0	0
1	15	0	0
1	16	0	0
2	1	16.7	9.12
2	2	0	0
2	3	0	0
2	4	16.7	9.35
2	5	16.7	9.1
2	6	0	0
2	7	0	0
2	8	16.7	8.65
2	9	16.7	9.32
2	10	0	0
2	11	0	0
2	12	0	0
2	13	16.7	9.33
2	14	0	0
2	15	0	0
2	16	0	0
3	1	16.7	8.99
3	2	0	0
3	3	0	0
3	4	16.7	9.28
3	5	16.7	9.04
3	6	0	0
3	7	0	0
3	8	16.7	8.66
3	9	16.7	9.22
3	10	0	0
3	11	0	0
3	12	0	0
3	13	16.7	9.26
3	14	0	0
3	15	0	0
3	16	0	0
4	1	16.7	9.07
4	2	0	0
4	3	0	0
4	4	16.7	9.26
4	5	16.7	9.05
4	6	0	0
4	7	0	0
4	8	16.7	8.87
4	9	16.7	9.36
4	10	0	0
4	11	0	0
4	12	0	0
4	13	16.7	9.29
4	14	0	0
4	15	0	0
4	16	0	0
5	1	16.7	9.33
5	2	0	0
5	3	0	0
5	4	16.7	9.3
5	5	16.7	9.21
5	6	0	0
5	7	0	0
5	8	16.7	9.09
5	9	16.7	9.48
5	10	0	0
5	11	0	0
5	12	0	0
5	13	16.7	9.47
5	14	0	9.55
5	15	0	9.45
5	16	0	0
