year	benchmark	value	avg
1	1	10	9.2
1	2	10	9.25
1	3	0	0
1	4	10	9.5
1	5	10	9.01
1	6	10	1.81
1	7	10	9.3
1	8	10	8.84
1	9	10	9.46
1	10	0	0
1	11	0	9.51
1	12	10	9.31
1	13	10	9.26
1	14	0	9.41
1	15	0	9.23
1	16	0	8.92
2	1	10	9.26
2	2	10	9.17
2	3	0	0
2	4	10	9.43
2	5	10	8.99
2	6	10	1.88
2	7	10	9.31
2	8	10	8.86
2	9	10	9.38
2	10	0	0
2	11	0	9.5
2	12	10	9.29
2	13	10	9.29
2	14	0	9.44
2	15	0	9.27
2	16	0	8.91
3	1	10	9.3
3	2	10	9.31
3	3	0	0
3	4	10	9.48
3	5	10	9.07
3	6	10	1.82
3	7	10	9.36
3	8	10	8.99
3	9	10	9.44
3	10	0	0
3	11	0	9.56
3	12	10	9.33
3	13	10	9.35
3	14	0	9.51
3	15	0	9.31
3	16	0	9.11
4	1	10	9.16
4	2	10	9.21
4	3	0	0
4	4	10	9.23
4	5	10	9.11
4	6	10	1.75
4	7	10	9.22
4	8	10	9
4	9	10	9.49
4	10	0	0
4	11	0	9.55
4	12	10	9.42
4	13	10	9.28
4	14	0	9.51
4	15	0	9.29
4	16	0	9.08
5	1	16.7	9.17
5	2	0	9.25
5	3	0	0
5	4	16.7	9.19
5	5	16.7	9.13
5	6	0	0
5	7	0	0
5	8	16.7	9.04
5	9	16.7	9.4
5	10	0	0
5	11	0	9.68
5	12	0	0
5	13	16.7	9.25
5	14	0	9.56
5	15	0	9.46
5	16	0	0
