year	benchmark	value	avg
1	1	0	10.00
1	2	0	10.00
1	3	0	0.00
1	4	0	10.00
1	5	0	10.00
1	6	0	1.00
1	7	0	10.00
1	8	0	0.00
1	9	0	10.00
1	10	0	0.00
1	11	0	0.00
1	12	0	0.00
1	13	0	10.00
1	14	0	0.00
1	15	0	0.00
1	16	0	0.00
2	1	0	0.00
2	2	0	0.00
2	3	0	0.00
2	4	0	0.00
2	5	0	0.00
2	6	0	0.00
2	7	0	0.00
2	8	0	0.00
2	9	0	0.00
2	10	0	0.00
2	11	0	0.00
2	12	0	0.00
2	13	0	0.00
2	14	0	0.00
2	15	0	0.00
2	16	0	0.00
3	1	0	10.00
3	2	0	10.00
3	3	0	0.00
3	4	0	10.00
3	5	0	7.00
3	6	0	2.00
3	7	0	0.00
3	8	0	0.00
3	9	0	10.00
3	10	0	0.00
3	11	0	0.00
3	12	0	0.00
3	13	0	8.00
3	14	0	10.00
3	15	0	10.00
3	16	0	5.00
4	1	0	0.00
4	2	0	0.00
4	3	0	0.00
4	4	50	8.00
4	5	50	10.00
4	6	0	0.00
4	7	0	0.00
4	8	0	0.00
4	9	0	0.00
4	10	0	0.00
4	11	0	0.00
4	12	0	0.00
4	13	0	0.00
4	14	0	0.00
4	15	0	0.00
4	16	0	0.00
5	1	20	9.18
5	2	0	0.00
5	3	0	0.00
5	4	20	9.32
5	5	20	9.29
5	6	0	0.00
5	7	0	0.00
5	8	0	0.00
5	9	0	0.00
5	10	0	0.00
5	11	0	0.00
5	12	0	0.00
5	13	0	0.00
5	14	20	9.53
5	15	20	9.55
5	16	0	0.00
