year	benchmark	value	avg
1	1	0	0.00
1	2	0	0.00
1	3	0	0.00
1	4	0	0.00
1	5	0	0.00
1	6	0	0.00
1	7	0	0.00
1	8	0	0.00
1	9	0	0.00
1	10	0	0.00
1	11	0	0.00
1	12	0	0.00
1	13	0	0.00
1	14	0	0.00
1	15	0	0.00
1	16	0	0.00
2	1	12.5	9.20
2	2	0	9.39
2	3	0	0.00
2	4	12.5	9.50
2	5	12.5	8.78
2	6	12.5	1.96
2	7	0	0.00
2	8	0	0.00
2	9	12.5	9.25
2	10	0	0.00
2	11	0	0.00
2	12	12.5	9.32
2	13	12.5	9.18
2	14	0	9.33
2	15	0	0.00
2	16	12.5	8.97
3	1	10	9.05
3	2	10	9.39
3	3	0	0.00
3	4	10	9.43
3	5	10	8.89
3	6	10	1.98
3	7	0	0.00
3	8	0	0.00
3	9	10	9.28
3	10	0	0.00
3	11	0	0.00
3	12	10	9.28
3	13	10	9.22
3	14	10	9.38
3	15	0	0.00
3	16	10	9.07
4	1	10	9.22
4	2	10	9.47
4	3	0	0.00
4	4	10	9.30
4	5	10	9.11
4	6	10	1.86
4	7	0	0.00
4	8	0	0.00
4	9	10	9.39
4	10	0	0.00
4	11	0	0.00
4	12	10	9.44
4	13	10	9.25
4	14	10	9.48
4	15	0	0.00
4	16	10	9.24
5	1	10	9.17
5	2	10	9.39
5	3	0	0.00
5	4	10	9.27
5	5	10	9.17
5	6	10	1.88
5	7	0	0.00
5	8	0	0.00
5	9	10	9.49
5	10	0	0.00
5	11	0	0.00
5	12	10	9.43
5	13	10	9.34
5	14	10	9.51
5	15	0	0.00
5	16	10	9.07
